,label,counts
10093,此路不通,5
10092,行使,5
2707,对敌,5
26859,善意,5
22154,径自,5
7514,呆若木鸡,5
7520,按捺不住,5
16794,耿直,5
22135,简陋,5
26763,1529,5
2936,跳入,5
30661,层层,5
12358,假意,5
22604,边防,5
29393,织田信长,5
25530,畅销书,5
10395,硕果仅存,5
25303,兵强马壮,5
10393,二十八年,5
36775,羊可立,5
16185,优厚,5
22587,山东人,5
16193,捉迷藏,5
25313,兵不厌诈,5
3094,掩饰,5
16205,天堂,5
3086,回荡,5
3085,笑声,5
22564,节目,5
7280,生病,5
28570,小角色,5
16228,阵行,5
22553,覃力鹏,5
3081,安享,5
22545,日以继夜,5
32534,牲口,5
10365,数百年,5
10363,属国,5
12426,虚张声势,5
16254,竞争对手,5
12108,牵制,5
7294,默许,5
10400,荣华,5
7252,未见,5
16151,赛跑,5
42227,王承恩,5
26626,张翀,5
3176,财大气粗,5
16065,男主角,5
12487,海边,5
33308,扫把,5
7224,变换,5
12479,之旅,5
10444,儿戏,5
16068,不怀好意,5
25543,柴火,5
5684,风浪,5
3164,航空母舰,5
5690,残余,5
42572,重甲,5
39436,歇菜,5
5697,特有,5
12091,此起彼伏,5
22653,库门,5
26636,另有,5
7240,束缚,5
22649,作证,5
34782,千言万语,5
3153,三层,5
10424,孤家寡人,5
3725,初八,5
42223,李都司,5
22642,鬼哭狼嚎,5
7248,之才,5
22526,谈到,5
3059,安分守己,5
16278,一时冲动,5
33777,更狠,5
7344,不合理,5
3000,出外,5
10291,按例,5
2996,豪迈,5
12394,瘸子,5
22404,收编,5
22403,试图,5
12127,河间,5
16417,躲闪,5
5744,张温,5
5938,悲痛欲绝,5
35479,土蛮,5
22393,这年头,5
2975,赶路,5
30772,撑死,5
16428,火速,5
25364,通判,5
10268,依附于,5
36871,还手,5
22383,霍光,5
16453,望其项背,5
30801,近身,5
33779,浑蛋,5
16456,看家本领,5
2951,逃回,5
12366,之事,5
7388,法不责众,5
16472,年限,5
16381,大队人马,5
22426,若无其事,5
22515,利落,5
3037,抬举,5
5956,王公贵族,5
7306,无愧于,5
10345,庄严,5
5948,不请自来,5
16288,1414,5
7311,更强,5
28565,听过,5
36814,申首辅,5
43178,1640,5
32524,饥民,5
7314,猖狂,5
3039,施主,5
16313,偏向,5
25523,跳河,5
25518,敌舰,5
25522,注解,5
16344,不二,5
10320,严词拒绝,5
10319,可想而知,5
22455,端茶,5
16357,填补,5
30770,白鹿,5
36849,收齐,5
3012,睡不着,5
22432,应试教育,5
7341,郑庄公,5
10302,一肚子,5
10301,辛隅,5
15355,炮口,5
28728,卫指挥,5
23230,刀子,5
6466,性格特点,5
24199,名留,5
42839,张汉儒,5
13988,1412,5
6451,发布命令,5
42840,状子,5
13995,套话,5
14001,探究,5
4644,资本主义,5
4638,吃光,5
14020,引出,5
29974,务农,5
4623,论文,5
14036,简单明了,5
11384,称奇,5
14058,写明,5
4750,老对头,5
11378,名士,5
6467,从商,5
13258,虚实,5
11375,十四岁,5
4598,通用,5
24133,你好,5
14090,抹杀,5
24741,辖区,5
29671,杨宜,5
29124,皮开肉绽,5
14117,清查,5
24763,文学家,5
24105,打板子,5
25785,清正廉洁,5
13267,小心谨慎,5
24203,情况紧急,5
13973,王朱权,5
4665,东吴,5
4749,埋藏,5
6253,充分体现,5
13857,亲生,5
29687,馅饼,5
4738,囚禁,5
11723,不知所谓,5
13872,广为流传,5
33023,陈洪,5
6251,鸭子,5
13888,一千两,5
24275,事前,5
29923,松口,5
13898,先人,5
13900,横财,5
13283,说不定,5
4711,榔头,5
5159,黑牢,5
6245,难以想象,5
13274,天色,5
40255,无果,5
4702,先封,5
11426,消极,5
24249,死死,5
13934,负责人,5
24236,延期,5
6240,万余,5
13953,为国争光,5
24217,顾忌,5
4666,自立,5
24095,安化,5
13217,感想,5
14140,朱三太子,5
41108,乔允升,5
14264,总编,5
26118,陋规,5
4448,哀号,5
5242,先去,5
40939,五更,5
14283,往事,5
14296,十分重视,5
11269,左转,5
23992,杨师傅,5
14306,睁只眼,5
14307,闭只眼,5
29634,恶搞,5
11260,身无长物,5
33579,收税,5
11258,担保,5
14319,申辩,5
11793,三道,5
30075,狐狸,5
13146,死里逃生,5
30088,卖掉,5
23973,玩得,5
14350,疏通,5
41121,勾搭,5
4360,性命不保,5
4357,匹夫,5
26148,传授,5
25729,几步,5
14378,吴溥,5
5278,性质,5
30043,几轮,5
11780,冻死,5
14141,绝佳,5
4458,发红,5
13214,太庙,5
6488,几十人,5
28952,这号,5
6220,远远不如,5
5213,农田,5
14156,无人问津,5
13195,担惊受怕,5
4536,掀翻,5
4534,毫无价值,5
14175,一书,5
24066,放任不管,5
4515,不算什么,5
14196,遗物,5
5223,家长,5
5225,仿佛,5
11318,之臣,5
14203,第一线,5
11313,低沉,5
29649,千人,5
41099,苏茂相,5
40135,藤县,5
41100,曹思诚,5
26102,瞑目,5
40134,东莞,5
28928,监牢,5
24032,深谋远虑,5
6209,后门,5
14251,搞出,5
30037,国际,5
25996,暗示,5
4752,以北,5
26445,权臣,5
13574,堂姐,5
29058,独眼龙,5
24547,吱声,5
35858,三眼,5
13531,近似,5
11680,源源不断,5
13539,护送,5
5091,下降,5
33135,1571,5
13550,像样,5
13377,贯彻,5
11597,开办,5
13559,做学问,5
29784,铁哥们,5
13561,号召,5
33093,三千多,5
13830,走入,5
11588,军事训练,5
13368,羞耻,5
24666,纪念品,5
4932,厚礼,5
11584,做不了,5
11582,拖下水,5
4928,扫平,5
11579,不乱,5
33143,搞清楚,5
13596,打发走,5
11576,大逆不道,5
24512,抢走了,5
24504,查阅,5
11571,先机,5
13527,果子吃,5
6328,可干,5
42755,榆林,5
29088,全盘,5
5078,不寒而栗,5
6295,自知,5
40414,憋屈,5
13420,看后,5
13425,盲点,5
13438,小偷,5
29745,按此,5
11649,卓有成效,5
24633,确凿,5
13407,储备,5
13456,老冤家,5
5048,后顾之忧,5
13469,更绝,5
25859,座位,5
24597,不绝于耳,5
13473,豁出,5
13404,永平,5
11672,谦虚谨慎,5
5022,体格,5
13483,效仿,5
13486,光明正大,5
13395,庄稼,5
6311,轻举妄动,5
5012,难以相信,5
25881,哆哆嗦嗦,5
29765,合伙人,5
29087,逼宫,5
24559,转来转去,5
11616,控制权,5
24501,过夜,5
11569,乱拳,5
13611,回绝,5
13716,投江,5
6390,叹服,5
24415,1517,5
6393,记入,5
13327,河水,5
6395,肃清,5
6396,而北元,5
13322,光荣称号,5
24396,谣传,5
24392,孕妇,5
29698,大众,5
29873,条款,5
29874,倭患,5
29697,绘画,5
13764,领教,5
13774,地看,5
4799,北门,5
24361,豹子,5
13789,文言,5
11481,风云际会,5
6410,易经,5
25979,近期,5
35962,谢用,5
13817,不正,5
5139,背着,5
29903,陈可愿,5
11467,嘴边,5
24723,太仆寺,5
4767,极难,5
35963,徐一贯,5
13723,修撰,5
24422,孝子,5
6272,认准,5
5117,五十年,5
13617,殊死,5
4914,权宜之计,5
13621,改写,5
5111,瘦弱,5
24680,闹来闹去,5
29827,手底下,5
4887,押往,5
11554,以德服人,5
11699,病危,5
25932,原话,5
11551,问罪,5
6350,五百余,5
35883,馆之战,5
25816,本地人,5
29831,隶属于,5
24480,锲而不舍,5
4871,地往,5
4870,理所当然,5
25937,独裁,5
35221,四万余,5
4861,开枪,5
4855,元月,5
13335,特别之处,5
4846,房地产,5
24434,开关,5
11523,正义感,5
25949,南京城,5
11520,未尝,5
13712,沦陷,5
6591,提问,5
14384,朝臣,5
4324,空子,5
33652,考勤,5
10951,京郊,5
33415,朱翊钧,5
12941,神牌,5
42650,邢氏,5
29560,随口,5
6789,不可不,5
15028,远方,5
29556,翟鹏,5
23442,怪人,5
15043,波澜壮阔,5
11884,犯过,5
12920,装填,5
15044,原名,5
35301,李司令,5
15046,热门,5
23949,吟诗作对,5
23436,全家人,5
23423,刚满,5
15089,开端,5
11893,见状,5
15090,玩耍,5
10915,团结一致,5
15115,留学生,5
15117,丰盛,5
25015,想了个,5
28760,美好,5
15118,破衣烂衫,5
25017,资质,5
3903,千军万马,5
23373,为证,5
5388,逼迫,5
23462,提示,5
6772,主簿,5
29562,关系户,5
11862,精神焕发,5
14882,电话,5
12981,一溜烟,5
14886,小老婆,5
23587,大踏步,5
23566,聚精会神,5
12974,落下,5
23563,豁然贯通,5
14910,陆路,5
23558,导师,5
26346,难看,5
23549,后院,5
23548,有理,5
14927,谢天谢地,5
14930,项目,5
3995,名句,5
26355,我爹,5
26357,笨人,5
3994,传诵,5
10973,奋发图强,5
24973,如释重负,5
23515,之性,5
23508,无惧,5
28793,雄起,5
32800,检验,5
6769,中举,5
14996,马蜂窝,5
5383,一碗,5
30306,顽强抵抗,5
39815,法制,5
25023,寒战,5
10899,活力,5
3844,擒获,5
10853,文弱,5
15220,爪哇,5
12847,匹马,5
10845,小毛,5
3822,拖延,5
15235,领地,5
12827,搅乱,5
3813,消耗,5
24631,抹黑,5
42636,刘泽清,5
12819,引人注目,5
3797,救火队员,5
25056,传开,5
15267,找不出,5
25067,就此打住,5
3774,铁钩,5
12796,能数,5
23275,罢工,5
23269,九卿,5
3769,停顿,5
3765,用手,5
12786,甜头,5
23250,领域,5
15310,海岸,5
15311,传奇一生,5
15315,生死攸关,5
3752,兴叹,5
12785,尝到了,5
23239,侍从,5
3843,湖口,5
23306,逆转,5
15146,与众不同,5
10858,作威作福,5
32772,植物,5
25025,孝宗,5
5445,亡国,5
11904,大步,5
3886,统治权,5
3884,赌注,5
34907,实践证明,5
40598,九千九百岁,5
25031,这么回事,5
28750,佣人,5
10886,建设,5
15167,搭进去,5
23347,家喻户晓,5
36444,观音,5
42640,陈永福,5
25657,捞一把,5
6104,屡战屡败,5
29191,不批,5
30358,玉碎,5
3862,嘲弄,5
10873,当仁不让,5
15185,挖掘,5
15194,推算,5
3849,民族大义,5
25039,许逵,5
15202,各大,5
10861,跪倒,5
23310,几份,5
15206,士卒,5
5351,强攻,5
4032,看不起,5
12992,慷慨陈词,5
11827,气数已尽,5
23873,悄无声息,5
11829,排除万难,5
23853,一瞬,5
11167,纯洁,5
5303,厚度,5
11160,错事,5
5308,可守,5
41153,三等,5
14557,监工,5
14558,二把手,5
14564,玩儿命,5
11148,大名鼎鼎,5
5310,平原,5
11147,称道,5
5313,侵略,5
4230,拉弓,5
4229,沉稳,5
30167,投去,5
14575,运转,5
40021,毛一鹭,5
14595,一页,5
4213,武侠小说,5
6651,候补,5
42345,1634,5
11127,讨价还价,5
11841,火烧眉毛,5
36221,正月初一,5
14620,地为,5
36237,多钱,5
23884,整他,5
36160,稷山,5
36238,增兵,5
11180,遗漏,5
32903,三本,5
14397,以身殉国,5
4321,交通工具,5
5281,中华民族,5
4319,要来,5
23941,无法无天,5
36139,麻贵亲,5
11211,微微一笑,5
4300,技术活,5
35719,瓮城,5
11815,散布,5
13107,重整,5
32900,跟进,5
4294,续集,5
23922,皮肉,5
6620,高难度,5
5295,十六,5
5296,割让,5
4286,九四,5
14458,副业,5
4279,自愿,5
14468,羞愧,5
14470,分离,5
14473,亲事,5
23893,称兄道弟,5
29605,1556,5
40923,李永贞,5
4270,右翼,5
26198,嚎哭,5
14628,引领,5
23750,不可限量,5
23597,笑脸,5
14770,管得,5
42334,左总兵,5
14775,太天真,5
4083,匹夫之勇,5
11047,抢到,5
14793,晴天霹雳,5
6707,慌不择路,5
14795,编了,5
23659,调到,5
23656,质疑,5
14806,出点,5
26317,兴献王,5
6714,最老,5
4068,这仗,5
14822,转危为安,5
35674,流鼻血,5
4062,仰视,5
36284,大车,5
14842,费尽心力,5
5339,一堂,5
23628,评为,5
11020,九千,5
11019,军力,5
11855,官属,5
23627,白给,5
30259,请战,5
11856,两手,5
28814,马市,5
4037,裁判,5
36305,石曼子,5
14771,离不开,5
4092,廖永忠,5
4193,孤军深入,5
11062,动刀动枪,5
30192,走投无路,5
14650,笔墨,5
26259,摊子,5
14652,缚鸡之力,5
28854,七十多岁,5
13047,粉碎,5
4166,阵营,5
13044,手下败将,5
4164,所知,5
4161,多疑,5
11099,闹着玩,5
14675,仁宣,5
26269,大戏,5
24901,内情,5
30926,封建礼教,5
14693,它会,5
14696,漩涡,5
14707,赌博,5
14711,主子,5
6689,参议,5
11079,灵感,5
24922,1523,5
13025,锋芒,5
14728,如出一辙,5
14729,亲近,5
6158,何种,5
23697,权奸,5
32846,水浒,5
34958,朝鲜人,5
22022,里长,5
3102,兵荒马乱,5
34444,好使,5
18407,太惨,5
18367,外有,5
9303,一哄而散,5
21035,搞起,5
38523,泻药,5
9298,称得上,5
28134,理想主义者,5
43434,台历,5
8061,喝西北风,5
8064,走动,5
21019,1457,5
31359,李默,5
28129,沉浮,5
34449,残废,5
18410,周旋,5
21052,当务之急,5
1389,温文尔雅,5
1388,中年人,5
8071,领到,5
18417,就绪,5
18419,生活必需品,5
18423,几匹,5
1360,反思,5
1358,共享,5
16961,迎驾,5
31371,地死,5
8084,通货膨胀,5
1345,避开,5
1339,攻下来,5
37423,收摊,5
18354,胡须,5
34476,1586,5
27280,王廷相,5
1540,黄金周,5
1534,对头,5
9362,显现出,5
8017,更有甚者,5
9359,推向,5
21094,不多,5
28170,至关重要,5
27272,干休,5
1503,交出去,5
18289,当不了,5
18291,满天飞,5
8026,四十四,5
38557,廉政,5
27281,蹊跷,5
1448,上千,5
9340,行动计划,5
31332,吴时来,5
18307,和颜悦色,5
27283,怠工,5
18315,彩排,5
18318,浑身发抖,5
18320,神色,5
1472,进可攻,5
18324,开恩,5
18325,恶狠狠,5
28155,共同点,5
18332,传旨,5
21069,以防,5
9254,地喊,5
38493,泰昌,5
8087,办得,5
18630,太少,5
34420,求雨,5
20876,陈循,5
20873,不得要领,5
8125,征收,5
1203,走得,5
27391,创业,5
1199,七百,5
20868,朱见济,5
18614,绝学,5
18615,几百,5
20859,严刑拷打,5
1198,直属,5
31434,德行,5
1175,锐不可当,5
9248,营外,5
18654,辅政,5
27415,没胆,5
9150,大宁,5
32099,步行,5
1140,怀中,5
18680,可恨,5
18687,不厌其烦,5
20810,终身,5
20808,送入,5
9136,精髓,5
1116,烂账,5
8153,叫喊,5
27428,姓甚名谁,5
20890,计划外,5
8114,两招,5
1254,仰望,5
1259,占卜,5
20977,一并,5
9240,怒发冲冠,5
28103,从未见过,5
9234,直爽,5
18491,核实,5
1317,饭局,5
1316,一听,5
34434,不齐,5
32146,介绍信,5
27356,厕所,5
1305,会儿,5
18514,没底,5
41702,弘光,5
9216,顺利进行,5
18517,主战派,5
9214,不提,5
27365,小喽啰,5
27366,无一幸免,5
20926,最难,5
20924,冷遇,5
31393,摆平,5
9202,敬意,5
18538,兵家,5
18540,运粮,5
41706,流寇,5
8111,憋死,5
18557,打架斗殴,5
21112,关上,5
27266,1541,5
18717,有备而来,5
9556,先到,5
31153,贪污腐化,5
17771,等不及,5
17775,大道,5
31155,雷州,5
17784,名落孙山,5
17795,摊派,5
17799,春天,5
1924,精确,5
1912,宽大,5
7875,出谋划策,5
7876,翰林学士,5
9566,汗位,5
17831,拉过来,5
31181,1567,5
17757,今夜,5
28239,名声大噪,5
9547,谢幕,5
9545,奋勇作战,5
21379,看作,5
17878,这样一来,5
31195,钉入,5
1847,军用,5
21364,开幕,5
38716,移宫,5
17916,高升,5
17917,历练,5
17919,和珅,5
31208,知交,5
17764,几天几夜,5
21463,黄道吉日,5
18263,离别,5
2013,清醒过来,5
7807,触怒,5
2032,试试,5
9652,傲慢,5
2028,揭穿,5
28294,体育,5
21533,差劲,5
17646,七八,5
27114,赞同,5
17653,道行,5
7816,牵涉,5
9635,守关,5
7818,办案,5
2015,打游击,5
17680,绕路,5
38779,处级,5
21510,二百五,5
17683,常寺卿,5
27125,众所周知,5
9623,归途,5
21498,改日,5
27127,求之不得,5
9617,用语,5
21494,阿猫阿狗,5
21481,顺序,5
37242,翻过,5
7835,名称,5
9608,名望,5
21476,五十多岁,5
9526,一百余,5
27182,为民,5
17954,空间,5
41648,孟森,5
1655,渔船,5
41637,反间计,5
7954,哀悼,5
18122,马监,5
7963,贵贱,5
1640,勾当,5
9426,设想,5
37364,封王,5
42065,团队,5
38623,拉走,5
18142,头子,5
18143,最坏,5
1618,有远见,5
31292,写诗,5
17955,加班,5
1592,紫金山,5
18191,九千岁,5
27252,蒸蒸日上,5
9394,感染,5
21143,偏僻,5
1589,封建时代,5
18221,兴衰,5
18222,荣辱,5
21126,昏暗,5
18250,这出,5
18252,九岁,5
1549,羞辱,5
18258,恨之入骨,5
21206,饱经风雨,5
9439,养成,5
18111,批阅,5
1688,富裕,5
9504,次子,5
17977,不适,5
21299,忘却,5
9491,以一当十,5
9490,多日,5
7922,关怀,5
1776,好得多,5
9485,赶去,5
21283,鞠躬,5
21281,冷清,5
18021,票拟权,5
42071,天龙,5
21262,贫寒,5
21259,平民百姓,5
21255,懒得,5
31250,长部,5
1738,先要,5
18043,学堂,5
9459,推测,5
18052,祸国殃民,5
18065,想当,5
9453,欣喜,5
1705,邻居们,5
18068,寒碜,5
18073,大无畏,5
18082,少监,5
21223,驳倒,5
18716,以明军,5
18718,郭敬,5
9661,犯错误,5
293,千锤百炼,5
8769,何来,5
31717,一两天,5
31718,事态,5
31719,如此一来,5
8761,历史学,5
364,中书省,5
20238,还用,5
8747,三万余,5
19521,推到,5
340,为政,5
319,改道,5
37782,点将,5
20211,夜深人静,5
27687,令人发指,5
8772,赶得上,5
276,墓志铭,5
8719,创造性地,5
19575,人称,5
20188,卑躬屈膝,5
38050,红封教,5
251,常例,5
241,征服者,5
20177,毫不理会,5
20176,弹冠相庆,5
231,人大,5
19610,好样,5
38040,这拨,5
20161,损兵折将,5
8416,普通百姓,5
20259,操守,5
19308,脑海,5
8375,委托,5
20365,派人来,5
485,冰冷,5
8849,见鬼,5
27942,心一横,5
19326,欺凌,5
20357,如梦初醒,5
27611,青藤,5
19339,密不透风,5
19355,拳打脚踢,5
27616,玄乎,5
8825,精神病,5
34125,四十二年,5
19381,帮凶,5
20311,碍于面子,5
8775,穷乡僻壤,5
19398,毛贵,5
31936,起源于,5
20289,身旁,5
19429,吵吵嚷嚷,5
8797,肚皮,5
413,家庭成员,5
20280,抱住,5
19444,鸡犬不宁,5
8402,念及,5
8785,子虚乌有,5
19450,误伤,5
408,老实巴交,5
8776,来来往往,5
226,儿女,5
8697,一扫而空,5
224,姑娘,5
37947,齐党,5
8497,一模一样,5
27774,1539,5
8498,具体操作,5
19805,一无是处,5
20017,森严,5
104,1398,5
8601,渠道,5
101,三代,5
19842,赵荣,5
19843,王复,5
31826,1565,5
19845,中书,5
8591,来龙去脉,5
19856,地要,5
20145,传人,5
19858,瞬息之间,5
19967,布满,5
19879,四十二岁,5
19883,打响,5
19888,心意,5
19894,探路,5
29,1344,5
8550,汽车,5
19910,一炮,5
8551,火车,5
8561,核对,5
27807,徐阶在,5
19924,冲出去,5
19799,实干,5
20020,武艺高强,5
8623,搞不清楚,5
131,怪象,5
205,学费,5
38023,陆梦龙,5
19659,丑陋,5
27732,获此,5
41927,张春,5
20130,炮击,5
8675,糊里糊涂,5
37820,四明,5
8672,舍不得,5
38012,1607,5
19689,阴云,5
19691,八日,5
38010,冷漠,5
20115,为国捐躯,5
8660,按察使,5
37823,娄江,5
8653,所处,5
20104,读者,5
159,地主家,5
20090,开了个,5
20089,作出反应,5
19738,驰骋,5
141,满地,5
20067,寒冷,5
27760,府上,5
37848,王曰乾,5
20053,满怀希望,5
19321,通力合作,5
8337,威慑,5
18728,引导,5
18977,阅历,5
38309,辽宁,5
28028,扬言,5
20659,抖擞精神,5
18922,一见如故,5
18938,被劫,5
840,回头路,5
9041,善终,5
27487,惊天,5
38294,商队,5
18955,撕票,5
8222,郊区,5
28007,非暴力,5
18975,陷入绝境,5
34356,节俭,5
884,心理准备,5
18981,利息,5
31545,无怨无悔,5
38284,女真人,5
28001,热烈,5
18987,以泪洗面,5
18990,头绪,5
769,南人,5
38283,七大恨,5
756,大旗,5
19008,历数,5
8243,过意不去,5
9001,谢恩,5
8248,清贫,5
18901,猜想,5
8206,凄惨,5
8864,空手,5
18811,底子,5
18736,懦夫,5
18737,走远,5
18747,几声,5
18759,五十里,5
18760,抓狂,5
20764,两匹马,5
20748,势力范围,5
9106,行踪,5
20735,五体投地,5
27454,死结,5
20731,一穷二白,5
989,编入,5
9093,无处不在,5
20727,一文钱,5
18893,赛刊,5
988,太深,5
20713,晕头转向,5
